,x,y,dataset,driver
703276947,1.2389271,1.1411729,MET,Vip-IRES-Cre
755326644,1.3103933,1.795716,MET,Other
648272017,1.3540236,1.7951655,MET,Vip-IRES-Cre
760037576,1.0604216,1.0325154,MET,Vip-IRES-Cre
759540146,2.7355604,2.4411125,MET,Vip-IRES-Cre
797740330,1.0198926,1.6366451,MET,Vip-IRES-Cre
656977580,1.4576575,0.8619256,MET,Vip-IRES-Cre
713924319,1.1474394,1.1037576,MET,Vip-IRES-Cre
736800603,0.52589893,1.9899889,MET,Vip-IRES-Cre
805672040,1.0138582,1.1845155,MET,Vip-IRES-Cre
657382503,0.8557783,1.5604845,MET,Vip-IRES-Cre
716856904,4.94704,2.8634744,MET,Other
724023692,5.012428,2.8806248,MET,Vip-IRES-Cre
692635606,5.053728,1.1119075,MET,Vip-IRES-Cre
714953014,1.2593362,0.6200844,MET,Vip-IRES-Cre
738453781,1.2581123,1.2116972,MET,Vip-IRES-Cre
700484799,0.95428103,1.7512069,MET,Vip-IRES-Cre
601506507,1.1328176,1.5349417,MET,Vip-IRES-Cre
738778332,1.1391305,1.3091425,MET,Vip-IRES-Cre
828754697,0.6096517,2.4267278,MET,Other
656901504,1.6038467,0.9843203,MET,Vip-IRES-Cre
604626221,1.0852876,1.7049047,MET,Vip-IRES-Cre
736466540,1.710001,1.2073486,MET,Other
694860793,1.3004918,1.1276491,MET,Vip-IRES-Cre
714932261,1.425993,2.1647608,MET,Vip-IRES-Cre
739826599,0.55886066,2.040014,MET,Other
755265909,0.5295438,2.1275356,MET,Other
660454584,1.4355752,0.98694074,MET,Other
676767745,1.2305932,0.83738226,MET,Vip-IRES-Cre
736800747,5.0604644,1.442822,MET,Vip-IRES-Cre
737181466,1.7390324,2.591635,MET,Vip-IRES-Cre
761297232,1.7882848,1.9874715,MET,Vip-IRES-Cre
661422439,1.9947939,2.705176,MET,Other
678519215,1.2237227,0.8823335,MET,Vip-IRES-Cre
716000413,1.5436922,2.209907,MET,Vip-IRES-Cre
640109830,1.6562035,1.7920525,MET,Other
657594499,1.315694,2.0619187,MET,Vip-IRES-Cre
661296298,1.8745127,2.452523,MET,Other
678708083,1.3579991,2.4037344,MET,Vip-IRES-Cre
681631284,1.4076741,2.0599806,MET,Vip-IRES-Cre
694874769,1.6487589,2.3361566,MET,Vip-IRES-Cre
700390241,1.655167,2.2632425,MET,Vip-IRES-Cre
713806196,1.2965487,2.2671022,MET,Vip-IRES-Cre
730796336,0.6258869,2.317179,MET,Vip-IRES-Cre
730814458,0.8480719,1.4291312,MET,Other
736490818,1.9324752,2.2850442,MET,Other
738429639,2.0031102,2.426654,MET,Vip-IRES-Cre
761301546,1.1199081,2.3360877,MET,Vip-IRES-Cre
804977071,1.9339833,2.6135082,MET,Vip-IRES-Cre
844070088,1.8949043,2.2626894,MET,Vip-IRES-Cre
697810707,1.2901119,0.54924357,MET,Other
648137894,1.5732517,2.3651123,MET,Vip-IRES-Cre
657042607,1.5103911,2.0394373,MET,Other
657725630,0.54242337,1.6834096,MET,Other
693265371,0.968705,2.150039,MET,Vip-IRES-Cre
789179519,2.5816472,2.7221482,MET,Vip-IRES-Cre
738980527,1.8025547,2.0988905,MET,Other
778336832,7.4865637,5.048733,MET,Vip-IRES-Cre
759532491,1.4397131,1.4021469,MET,Vip-IRES-Cre
759544868,3.1831331,3.9721313,MET,Vip-IRES-Cre
797652145,0.5420874,1.9804859,MET,Vip-IRES-Cre
825563029,1.6935109,2.5512528,MET,Other
831094628,2.1598098,2.5432785,MET,Vip-IRES-Cre
639395418,1.3432176,2.11618,MET,Vip-IRES-Cre
656860694,4.5822306,3.7520015,MET,Vip-IRES-Cre
637823753,1.1085725,1.789925,MET,Other
640109875,1.7842565,1.7963488,MET,Other
694869009,1.5247061,2.4588985,MET,Vip-IRES-Cre
661391859,1.7716962,2.0218856,MET,Other
763983645,0.96710813,2.1843808,MET,Other
692300498,1.3728094,1.5911782,MET,Vip-IRES-Cre
700341530,1.2619092,0.72969705,MET,Vip-IRES-Cre
708781717,1.6570895,1.5450554,MET,Other
742784488,5.056605,2.6097887,MET,Other
648085661,1.4935132,2.3066094,MET,Vip-IRES-Cre
714210189,2.0084286,2.72786,MET,Vip-IRES-Cre
660430219,1.5685394,2.3320496,MET,Other
738910302,1.7731274,2.5623949,MET,Other
743752378,1.4985932,2.5791845,MET,Other
656721986,2.0521781,2.6662447,MET,Other
657737997,5.004186,4.1928515,MET,Other
759784296,1.1927547,1.327949,MET,Vip-IRES-Cre
642568816,2.0843143,2.5877697,MET,Vip-IRES-Cre
844103570,1.5582598,1.6570637,MET,Vip-IRES-Cre
682128272,1.8720796,2.0870507,MET,Vip-IRES-Cre
742796843,1.7519398,1.9747723,MET,Other
742753494,1.1340195,1.5861107,MET,Other
655113519,2.033951,2.6521604,MET,Other
661407806,1.7534866,2.127474,MET,Other
661409627,1.7513192,2.295811,MET,Other
648320076,1.5216312,1.6358289,MET,Vip-IRES-Cre
654669793,1.7061042,2.525827,MET,Other
661542876,1.8157486,2.516472,MET,Other
701698034,1.3693184,0.8662545,MET,Other
836837280,2.7989242,2.8390617,MET,Other
811699569,3.1915534,3.982933,MET,Vip-IRES-Cre
812951286,1.1303599,1.1367022,MET,Vip-IRES-Cre
654705291,1.730525,2.0971642,MET,Other
659436153,1.6490037,2.4421642,MET,Other
657183709,1.4729813,2.0461035,MET,Other
730803523,1.7000574,1.3851303,MET,Vip-IRES-Cre
674588640,2.0317564,2.5982528,MET,Other
701777727,0.88092375,1.3908535,MET,Other
661411305,1.7948794,2.492875,MET,Other
654704107,2.0455167,2.0929413,MET,Other
644584749,1.701012,2.5529933,MET,Other
657048690,1.8964028,2.5469182,MET,Other
657039903,1.9454001,2.4310186,MET,Other
655120196,2.0009596,2.644034,MET,Other
694146546,1.086117,1.4442562,MET,Vip-IRES-Cre
737488739,2.125586,2.5428238,MET,Vip-IRES-Cre
661293861,2.168481,2.656625,MET,Other
713768156,1.7556583,2.8812606,MET,Vip-IRES-Cre
738041530,1.3705299,2.0871856,MET,Vip-IRES-Cre
780766638,0.5947311,1.784249,MET,Vip-IRES-Cre
703271625,1.142425,1.5360309,MET,Vip-IRES-Cre
700374743,1.0845861,1.7290719,MET,Vip-IRES-Cre
778223898,1.662994,2.2752473,MET,Vip-IRES-Cre
761768675,1.9938205,2.705277,MET,Vip-IRES-Cre
642569279,1.6382318,2.141912,MET,Vip-IRES-Cre
738039565,1.4103471,2.3977864,MET,Vip-IRES-Cre
648121494,0.58745176,1.9312718,MET,Vip-IRES-Cre
661423720,2.1744492,2.9449623,MET,Other
737459574,2.1281257,2.568627,MET,Vip-IRES-Cre
716729379,1.7879146,2.0587523,MET,Vip-IRES-Cre
656971837,1.6538287,2.3531272,MET,Vip-IRES-Cre
656839029,1.566621,1.2301064,MET,Other
831129668,1.4705695,1.7477854,MET,Vip-IRES-Cre
710172327,1.9900439,2.5986905,MET,Vip-IRES-Cre
738936363,2.337691,2.2814188,MET,Other
844134847,0.7708799,1.2775787,MET,Vip-IRES-Cre
804977021,2.4182327,2.7398412,MET,Vip-IRES-Cre
657052400,1.7859004,2.5790257,MET,Other
899755423,1.4090433,2.3006935,MET,Vip-IRES-Cre
658139862,1.639176,2.354661,MET,Vip-IRES-Cre
612893105,4.672278,4.38113,MET,Other
613432876,1.6898712,2.3728604,MET,Other
691511791,1.5831122,1.3209441,MET,Other
742798832,1.8999134,2.3650167,MET,Other
657185284,2.3814695,2.2380283,MET,Other
805671482,1.6203854,1.9814494,MET,Vip-IRES-Cre
691433259,2.0334125,2.6426494,MET,Other
656151146,1.6038405,2.1742074,MET,Other
657179762,1.0816828,2.7998674,MET,Other
612271508,1.1744227,2.6549518,MET,Other
697804445,1.8857431,2.3758142,MET,Other
660898270,1.9644592,2.2542574,MET,Other
657185355,1.4481888,1.948436,MET,Other
657184390,1.8867246,2.0110269,MET,Other
642817252,2.386415,1.3155153,MET,Vip-IRES-Cre
659056830,2.029991,3.9655497,MET,Vip-IRES-Cre
680027413,2.9120889,1.401834,MET,Other
678656656,2.1907787,1.3638495,MET,Vip-IRES-Cre
758179526,2.7253997,1.4507711,MET,Vip-IRES-Cre
638197412,0.7185568,1.9824914,MET,Other
696115308,1.7223281,2.2734928,MET,Vip-IRES-Cre
644920227,3.0766425,0.9554429,MET,Other
807320526,0.69706243,1.7379184,MET,Vip-IRES-Cre
648263389,3.4176698,2.831265,MET,Vip-IRES-Cre
703288237,2.2882361,0.9186514,MET,Vip-IRES-Cre
713692025,2.369119,1.083315,MET,Vip-IRES-Cre
797055346,3.3256896,0.95086,MET,Other
763952780,1.1125834,0.8510445,MET,Other
738745195,3.8380406,1.7333661,MET,Vip-IRES-Cre
760437219,3.3376436,0.8757877,MET,Vip-IRES-Cre
738041476,1.8519933,1.3717462,MET,Vip-IRES-Cre
639013022,1.6057924,2.8077188,MET,Vip-IRES-Cre
761841088,2.1925278,1.7857045,MET,Other
732755070,0.65004736,3.2144802,MET,Other
796666943,1.452735,2.6112773,MET,Vip-IRES-Cre
803569205,-0.4331375,4.6432295,MET,Other
812935883,1.2424344,1.8704392,MET,Vip-IRES-Cre
898973149,0.69774413,2.9890134,MET,Other
639216491,1.7582853,2.9284194,MET,Other
714517612,1.434671,2.8884728,MET,Vip-IRES-Cre
656859689,2.719759,2.9402394,MET,Vip-IRES-Cre
755528415,0.7123838,2.6686246,MET,Other
762559364,1.2675937,2.6723173,MET,Vip-IRES-Cre
648080486,0.53173167,2.9351676,MET,Vip-IRES-Cre
762675897,1.2479019,3.247511,MET,Other
809691801,1.3191056,3.0322533,MET,Other
780471440,1.6621948,2.8319612,MET,Other
887288382,1.1945347,2.8991935,MET,Other
810617353,1.2826896,2.0068629,MET,Vip-IRES-Cre
742800964,1.8261316,2.6767263,MET,Other
710309393,0.994179,3.913017,MET,Other
754896455,0.7036891,2.956786,MET,Other
844908436,0.8645452,3.0411189,MET,Vip-IRES-Cre
742768656,0.44580293,2.7733963,MET,Other
906715385,0.75352156,2.6741087,MET,Vip-IRES-Cre
797664123,1.1049056,3.9320757,MET,Vip-IRES-Cre
738872748,1.3382123,3.483917,MET,Other
678641945,0.45522413,2.3481903,MET,Vip-IRES-Cre
797680651,1.4372653,2.5127728,MET,Vip-IRES-Cre
755552030,0.6918591,3.0192997,MET,Other
761516658,1.4749533,3.0461438,MET,Other
759504695,5.462742,3.1423337,MET,Other
796696588,1.1630071,2.078067,MET,Vip-IRES-Cre
754897161,0.61641926,4.236407,MET,Other
803582166,0.7504937,3.7673197,MET,Other
792729067,1.7076747,2.6344717,MET,Other
648279576,1.2155458,2.4247754,MET,Vip-IRES-Cre
755625849,5.1978254,1.0680717,MET,Other
760890074,1.4161074,3.0655766,MET,Other
746150922,1.0958357,2.5445976,MET,Other
746035693,0.6039529,2.7851653,MET,Other
760881798,0.8262723,2.0280201,MET,Other
738042857,2.0222282,1.7035136,MET,Vip-IRES-Cre
754477222,1.2373526,3.0997934,MET,Other
757322395,0.8842261,2.1296813,MET,Other
755571201,0.48165014,2.2962618,MET,Other
802993865,1.2233676,1.3226855,MET,Vip-IRES-Cre
833876785,0.46127564,2.1691613,MET,Other
844806161,0.7363467,2.2135067,MET,Vip-IRES-Cre
723582269,1.3664447,1.2815212,MET,Other
744975652,0.51304173,2.738164,MET,Other
639380048,0.6778969,2.2058094,MET,Vip-IRES-Cre
648083571,0.6331282,2.7440856,MET,Vip-IRES-Cre
738468369,0.5246272,2.2982273,MET,Vip-IRES-Cre
764376780,0.3356259,2.6110275,MET,Other
681837535,0.523464,2.5760596,MET,Other
704272923,0.6656912,1.9558084,MET,Other
714378460,0.9900951,2.0713573,MET,Vip-IRES-Cre
723478039,0.5865801,3.0171719,MET,Other
658448573,1.1987787,1.5970949,MET,Other
696128312,1.2114991,2.1789172,MET,Vip-IRES-Cre
704285908,6.3428106,2.4169424,MET,Other
759531501,0.9147297,1.5501508,MET,Vip-IRES-Cre
830959542,1.0545586,1.3266011,MET,Vip-IRES-Cre
738551522,1.127027,1.0926371,MET,Vip-IRES-Cre
739547189,1.1665957,1.0783374,MET,Vip-IRES-Cre
743782351,1.1357473,1.2781024,MET,Other
648011821,0.9082476,1.4075624,MET,Vip-IRES-Cre
836844418,0.40903828,2.5918183,MET,Vip-IRES-Cre
649219388,1.480513,0.56530327,MET,Vip-IRES-Cre
759961376,5.9785404,0.61176467,MET,Vip-IRES-Cre
761489652,0.6196625,2.2535434,MET,Other
659168631,5.1948843,1.2343076,MET,Vip-IRES-Cre
754896300,0.87949497,2.523579,MET,Other
694197913,0.73912996,2.2753756,MET,Vip-IRES-Cre
760959964,0.577557,3.5654798,MET,Other
739558458,0.9966979,2.4946525,MET,Vip-IRES-Cre
679578958,0.44569746,1.8453765,MET,Vip-IRES-Cre
709382896,1.4362385,0.585616,MET,Other
813380366,0.89393985,1.2578524,MET,Other
760507316,3.3916767,1.1753107,MET,Vip-IRES-Cre
844178543,0.858268,2.356285,MET,Vip-IRES-Cre
906766242,1.5885497,0.9036219,MET,Vip-IRES-Cre
844870606,0.41039175,2.7949915,MET,Vip-IRES-Cre
746039674,1.08805,1.5290157,MET,Other
755592855,0.6890358,2.8027172,MET,Other
757575885,0.5042452,2.5695736,MET,Vip-IRES-Cre
709219898,0.27241087,2.8074415,MET,Other
680553572,0.39863893,2.7444704,MET,Vip-IRES-Cre
778327002,0.5899066,2.485589,MET,Vip-IRES-Cre
755620558,1.2241209,1.8083019,MET,Other
604646725,3.576263,3.168708,MET,Vip-IRES-Cre
642557052,0.98375577,1.635915,MET,Vip-IRES-Cre
738827343,0.5696815,2.4244332,MET,Vip-IRES-Cre
746008562,0.4974845,2.7173042,MET,Other
813595834,1.6014917,1.9165069,MET,Other
841205595,1.1750953,0.59833235,MET,Other
744173435,0.76099235,2.432695,MET,Other
829195312,3.0913813,0.71600914,MET,Vip-IRES-Cre
762712937,2.2688558,0.8339366,MET,Other
759440987,6.5518265,1.6618903,MET,Vip-IRES-Cre
743504177,0.5776513,2.3513997,MET,Other
694664060,2.1182466,0.8542182,MET,Vip-IRES-Cre
809857148,2.2491863,1.2162083,MET,Other
743497097,3.0959773,2.502279,MET,Other
760387424,3.4496598,0.9839248,MET,Other
761516369,0.8715237,2.7620566,MET,Other
742033571,3.2794657,1.4141551,MET,Other
788882213,1.0751987,0.9404457,MET,Other
759450448,2.0264657,3.0428443,MET,Vip-IRES-Cre
761822060,5.0381413,1.0385356,MET,Other
703279918,0.9213937,1.0052745,MET,Vip-IRES-Cre
779979799,2.055715,0.8451831,MET,Vip-IRES-Cre
742954319,2.243895,0.91402435,MET,Other
639389307,3.3398378,1.0125529,MET,Vip-IRES-Cre
743468218,7.7213507,-0.30338374,MET,Other
653795917,1.0660367,1.770341,MET,Vip-IRES-Cre
716825517,4.2451725,0.84837353,MET,Other
760386740,2.22911,0.94316846,MET,Other
809688289,3.2872202,0.8009085,MET,Other
844823616,3.879086,1.1485232,MET,Vip-IRES-Cre
796636728,2.7521322,1.691302,MET,Vip-IRES-Cre
648280551,2.3259447,0.86938906,MET,Vip-IRES-Cre
692793083,2.268271,0.91173804,MET,Vip-IRES-Cre
709402482,2.4593275,1.8940728,MET,Other
824893459,2.3661408,2.334587,MET,Other
740171595,2.4377544,1.2777163,MET,Vip-IRES-Cre
802987298,2.6666963,1.4505237,MET,Vip-IRES-Cre
661290272,8.325688,5.777147,MET,Vip-IRES-Cre
740877043,3.3831625,2.9759018,MET,Other
742934793,2.4988937,1.215835,MET,Other
644943639,3.1345718,2.3625255,MET,Other
796696066,2.753683,0.902636,MET,Vip-IRES-Cre
810617546,3.0095992,2.3355722,MET,Vip-IRES-Cre
802403087,3.1695266,0.6862135,MET,Other
740874479,3.5227401,3.0069742,MET,Other
741255833,2.9181614,1.3176513,MET,Other
978699179,3.1614544,1.2620013,MET,Other
762615287,2.9079711,1.5325259,MET,Vip-IRES-Cre
797722932,3.2132747,3.8258102,MET,Vip-IRES-Cre
978690911,2.8207726,1.648467,MET,Other
740875818,2.8233378,2.4385223,MET,Other
761832372,3.6028523,3.126415,MET,Other
744184223,3.1940682,0.51693314,MET,Other
841244826,2.4216835,1.0689399,MET,Other
648852680,2.7232883,1.4157914,MET,Vip-IRES-Cre
741216925,2.143935,1.1672146,MET,Other
805587743,2.3306332,1.2839869,MET,Vip-IRES-Cre
813427107,1.6011721,0.98774695,MET,Other
637853303,2.649007,1.47847,MET,Other
692777680,3.1432192,3.4765017,MET,Vip-IRES-Cre
692793282,9.127104,4.715129,MET,Vip-IRES-Cre
738859085,3.1837082,2.6811185,MET,Vip-IRES-Cre
674587352,2.193013,1.250561,MET,Other
694183636,3.1773682,0.55855095,MET,Vip-IRES-Cre
695318015,3.1622424,3.4850774,MET,Vip-IRES-Cre
736884821,2.8689551,1.3927745,MET,Vip-IRES-Cre
740880740,3.3239415,0.79703367,MET,Other
831201867,9.057354,4.4588923,MET,Vip-IRES-Cre
726081520,3.1770926,2.3842902,MET,Other
780001526,2.8937032,1.7803541,MET,Other
898983466,8.9477005,4.327546,MET,Vip-IRES-Cre
726119103,2.2036324,0.8376947,MET,Other
736834462,3.2625902,0.5458444,MET,Vip-IRES-Cre
809713682,2.2755876,0.9251904,MET,Other
829198133,2.8423002,1.8454356,MET,Vip-IRES-Cre
761791119,2.8017187,0.98973227,MET,Vip-IRES-Cre
844104102,2.7575066,1.6397586,MET,Vip-IRES-Cre
661293762,2.3672836,2.8141823,MET,Vip-IRES-Cre
638775149,3.17771,0.6699103,MET,Other
678632250,2.4431682,1.168776,MET,Vip-IRES-Cre
738401019,3.1800315,3.639239,MET,Vip-IRES-Cre
800227438,3.0256996,2.2055528,MET,Other
692590468,2.6566372,1.0183032,MET,Vip-IRES-Cre
759751429,3.2673912,3.0789864,MET,Vip-IRES-Cre
988986965,3.2162366,3.6853092,MET,Other
697810838,3.2167153,0.47972354,MET,Other
637327988,7.1773925,2.9883888,MET,Vip-IRES-Cre
742956744,2.745705,1.4299902,MET,Other
738043822,3.1839776,3.497654,MET,Vip-IRES-Cre
758112844,2.9157908,1.044093,MET,Vip-IRES-Cre
757531718,3.2190993,0.8311051,MET,Vip-IRES-Cre
813441106,6.8223276,3.1013498,MET,Other
665286365,3.129557,0.5334907,MET,Other
800238310,3.055383,2.8138964,MET,Other
714755572,9.303586,4.7234335,MET,Other
742947199,2.5487864,1.4261974,MET,Other
757210519,4.1317873,0.95966005,MET,Other
797061939,10.149133,4.6637506,MET,Other
738768160,2.3000903,1.183353,MET,Vip-IRES-Cre
741222885,2.21419,1.1748264,MET,Other
736887426,2.761306,1.1540912,MET,Vip-IRES-Cre
841185744,1.2328366,2.5070171,MET,Other
855431538,1.9265684,3.370838,MET,Other
742960975,1.1929125,2.657071,MET,Other
760316107,1.2897136,3.1647086,MET,Other
691433482,3.6982095,0.8848567,MET,Other
741255530,1.1401284,3.247579,MET,Other
758058197,3.5759573,1.411524,MET,Other
744222514,1.8722335,3.4481583,MET,Other
802404053,1.3418734,2.8601184,MET,Other
757252810,1.8507005,3.493926,MET,Other
743458377,1.1718247,2.6658816,MET,Other
742954364,1.9737033,3.4158077,MET,Other
940018318,3.8024971,0.85341865,MET,Other
744118785,0.929114,2.809458,MET,Other
855962521,1.3537115,0.8447589,MET,Other
850993746,1.4392627,2.8279254,MET,Other
809694067,1.7732801,3.1992257,MET,Other
858105502,3.6277812,1.1208906,MET,Other
760965714,1.2403595,3.2336147,MET,Other
659485385,1.9024223,0.59674084,MET,Sst-IRES-Cre
750461846,5.617158,-0.6639144,MET,Sst-IRES-Cre
751226394,5.8492393,-0.1712801,MET,Sst-IRES-Cre
787228351,5.282129,-0.17179534,MET,Other
787248677,5.8058867,-0.63162947,MET,Other
834703384,5.662808,-0.44909677,MET,Other
842766700,5.1670384,0.019865025,MET,Other
808529175,4.968599,3.5675611,MET,Sst-IRES-Cre
643722391,5.2006,0.3064982,MET,Other
643785167,5.398637,-0.5900022,MET,Other
660722845,5.3639913,-0.21569242,MET,Sst-IRES-Cre
669661960,5.687524,-0.5322314,MET,Other
669764794,5.327853,0.009313352,MET,Other
669807010,5.5039887,0.033455573,MET,Other
670295503,5.4632072,-0.28961962,MET,Other
670326711,5.8613386,-0.38082823,MET,Other
670340941,5.6229167,-0.27532786,MET,Other
689791001,5.1025286,0.31087002,MET,Other
700650887,5.311115,3.101654,MET,Other
700661679,5.794645,-0.23328097,MET,Other
701073003,5.5515146,-0.17916435,MET,Other
702124545,5.7106256,-0.36400452,MET,Other
702035537,5.3335414,0.90467775,MET,Sst-IRES-Cre
705853493,5.5967746,-0.32056087,MET,Sst-IRES-Cre
707179690,6.116103,0.14807026,MET,Sst-IRES-Cre
707397301,5.6483297,-0.6795591,MET,Sst-IRES-Cre
711245238,5.4385924,-0.43157253,MET,Sst-IRES-Cre
711528753,5.610469,-0.3101698,MET,Other
712141510,5.3383007,-0.12075681,MET,Other
720529759,5.559034,2.8928611,MET,Other
740875222,5.3287406,-0.06433044,MET,Other
743495765,5.8583717,-0.5933403,MET,Other
750378044,4.9441876,3.4069848,MET,Other
750405307,5.3864927,-0.18094735,MET,Other
750424273,5.3783355,-0.30292857,MET,Other
750801763,5.542298,-0.26554236,MET,Sst-IRES-Cre
753958280,5.7245703,-0.47594577,MET,Sst-IRES-Cre
766680349,5.8401494,-0.5584867,MET,Sst-IRES-Cre
766752788,5.8053823,-0.105969876,MET,Other
769765483,5.775031,-0.58449644,MET,Sst-IRES-Cre
770237944,3.988034,1.555002,MET,Sst-IRES-Cre
785991050,5.742333,-0.47257215,MET,Other
786135798,5.6551514,-0.5986874,MET,Other
786176775,5.423827,-0.54770446,MET,Other
787261865,1.2329915,1.0246909,MET,Other
807627066,5.4638805,-0.51974636,MET,Sst-IRES-Cre
808859562,5.587156,-0.40328026,MET,Sst-IRES-Cre
809831818,5.4614882,-0.18963158,MET,Other
809876626,5.292958,-0.39488885,MET,Other
816324631,0.8181406,2.0722635,MET,Other
816370714,5.780908,-0.54164875,MET,Other
816412799,5.8426633,-0.57468027,MET,Other
838313088,5.8039455,-0.518652,MET,Other
838350383,5.8553557,-0.53320026,MET,Other
842157658,5.430419,-0.2784232,MET,Other
842721522,5.4984345,-0.44982246,MET,Other
842796508,5.8364797,-0.5481349,MET,Other
966835644,5.6952515,-0.02192611,MET,Other
992813151,5.7270284,-0.45684797,MET,Other
644935037,5.434637,-0.41683155,MET,Other
646995247,5.2811265,-0.30721912,MET,Other
647041020,5.1981583,-0.08794335,MET,Other
659280391,5.1672115,0.20475483,MET,Other
659405868,5.185321,-0.062786676,MET,Sst-IRES-Cre
665146318,4.553136,3.1915019,MET,Sst-IRES-Cre
670305789,5.4113164,-0.39260778,MET,Other
692290052,5.7912574,1.6961248,MET,Other
700658027,5.2922125,-0.07449642,MET,Other
701605755,5.241351,2.8634665,MET,Other
701630221,5.5555506,-0.30214864,MET,Other
705209114,5.253615,0.18006937,MET,Sst-IRES-Cre
711464852,5.2258763,0.3800548,MET,Other
727227220,1.0748684,0.83235353,MET,Sst-IRES-Cre
727851191,5.4448667,-0.4128962,MET,Sst-IRES-Cre
640061596,5.793729,-0.5059416,MET,Other
643727534,5.7490654,-0.13069586,MET,Other
643754730,5.877032,-0.48267224,MET,Other
689123951,5.4348707,-0.11812812,MET,Other
698234075,5.6754913,0.26687777,MET,Other
766769735,5.384957,-0.3742619,MET,Other
777294823,5.518278,-0.4858922,MET,Other
807633708,5.5349016,-0.47368622,MET,Sst-IRES-Cre
809102827,5.617044,-0.50532657,MET,Sst-IRES-Cre
809748280,6.1270494,0.09227882,MET,Other
815553140,5.658804,-0.38064495,MET,Other
816314375,5.8824286,-0.5623031,MET,Other
816407580,5.7964916,-0.63996553,MET,Other
834784320,5.346723,-0.4168623,MET,Other
872162438,4.9040904,3.4078875,MET,Other
